스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
Bocks,Maibock,Spaten Maibock / Premium Bock,Spaten-Franziskaner-Bräu,Germany,6.5,3.77,79,42,Active,Spaten Maibock / Premium Bock Spaten-Franziskaner-Bräu,16,22,20,16,43,15,1,23,30,10,55
Bocks,Maibock,Holsten Maibock,Holsten-Brauerei,Germany,7,2.87,74,44,Active,Holsten Maibock Holsten-Brauerei,17,42,17,31,38,25,0,30,48,10,85
Bocks,Maibock,Serie Signature Maibock,Les Trois Mousquetaires,Canada,6.8,3.7,49,57,Active,Serie Signature Maibock Les Trois Mousquetaires,13,48,46,25,44,13,2,12,43,4,67
Bocks,Maibock,Früh Bock,The Olde Mecklenburg Brewery,United States,6,4.03,30,66,Active,Früh Bock The Olde Mecklenburg Brewery,17,27,22,35,57,16,2,28,58,7,84
Bocks,Maibock,Bock-Bier,Mahr's Bräu,Germany,6.5,3.8,61,23,Active,Bock-Bier Mahr's Bräu,18,17,9,21,47,23,0,32,41,6,55
Bocks,Maibock,Ramstein Maibock,High Point Brewing Company,United States,7,3.98,49,33,Active,Ramstein Maibock High Point Brewing Company,28,49,19,43,61,34,1,37,63,9,94
Bocks,Maibock,Heller Bock Saphir,Brauerei Hofstetten / Krammer,Austria,7.4,3.96,45,36,Active,Heller Bock Saphir Brauerei Hofstetten / Krammer,17,29,12,29,36,4,0,8,46,14,77
Bocks,Maibock,Dump Truck,"Bayern Brewing, Inc. / Edelweiss Bistro",United States,6,3.75,23,53,Active,"Dump Truck Bayern Brewing, Inc. / Edelweiss Bistro",28,50,13,59,61,58,2,74,97,14,80
Bocks,Maibock,Ainpöckisch Bier 1378,Einbecker Brauhaus,Germany,6.7,3.79,29,43,Active,Ainpöckisch Bier 1378 Einbecker Brauhaus,24,49,13,31,27,27,0,24,45,9,51
Bocks,Maibock,Maibock,"Lakefront Brewery, Inc.",United States,6.8,3.88,27,36,Active,"Maibock Lakefront Brewery, Inc.",14,28,10,30,39,14,1,22,49,7,55
Bocks,Maibock,Saengerfest Maibock,Christian Moerlein Brewing Company,United States,6.5,3.69,22,40,Active,Saengerfest Maibock Christian Moerlein Brewing Company,16,26,8,24,55,30,1,37,37,12,85
Bocks,Maibock,Spring Bock,Carolina Brewing Company,United States,6.5,3.76,26,33,Active,Spring Bock Carolina Brewing Company,31,50,20,45,59,24,2,23,65,11,105
Bocks,Maibock,Altenmünster Maibock,Allgäuer Brauhaus AG,Germany,7.5,3.7,43,12,Active,Altenmünster Maibock Allgäuer Brauhaus AG,7,40,21,25,82,27,0,37,31,8,75
Bocks,Maibock,Anniversary Maibock,Appalachian Brewing Company,United States,7.2,3.74,28,25,Active,Anniversary Maibock Appalachian Brewing Company,15,56,17,34,46,26,0,34,56,13,71
Bocks,Maibock,Pale Bock,Sierra Nevada Brewing Co.,United States,6.8,3.88,35,15,Active,Pale Bock Sierra Nevada Brewing Co.,13,48,29,31,75,34,0,38,50,6,92
Bocks,Maibock,Lenz Bock,Heater Allen Brewing,United States,7,4.02,24,24,Active,Lenz Bock Heater Allen Brewing,10,22,24,51,56,12,0,21,68,9,88
Bocks,Maibock,Ur-Bock Hell,Einbecker Brauhaus,Germany,6.5,3.68,26,20,Active,Ur-Bock Hell Einbecker Brauhaus,26,36,23,53,54,16,2,19,90,14,99
Bocks,Maibock,Maibock,Dovetail Brewery,United States,6.2,4.06,21,15,Active,Maibock Dovetail Brewery,31,41,20,52,46,23,0,20,66,6,77
Bocks,Weizenbock,Tap 6: Mein Aventinus,Schneider Weisse G. Schneider & Sohn,Germany,8.2,4.33,"2,245","2,562",Active,Tap 6: Mein Aventinus Schneider Weisse G. Schneider & Sohn,23,45,19,28,54,9,0,12,60,30,112
Bocks,Weizenbock,Weihenstephaner Vitus,Bayerische Staatsbrauerei Weihenstephan,Germany,7.7,4.28,"1,352","2,543",Active,Weihenstephaner Vitus Bayerische Staatsbrauerei Weihenstephan,8,40,30,8,44,23,0,68,5,24,62
Bocks,Weizenbock,Tap 5: Meine Hopfenweisse,Schneider Weisse G. Schneider & Sohn,Germany,8.2,4.09,813,694,Active,Tap 5: Meine Hopfenweisse Schneider Weisse G. Schneider & Sohn,5,42,26,9,42,28,0,56,11,34,48
Bocks,Weizenbock,Moonglow Weizenbock,Victory Brewing Company - Downingtown,United States,8.7,4.05,749,729,Active,Moonglow Weizenbock Victory Brewing Company - Downingtown,15,33,35,44,55,35,1,71,51,26,42
Bocks,Weizenbock,Ayinger Weizenbock,Ayinger Privatbrauerei,Germany,7.1,4.19,446,487,Active,Ayinger Weizenbock Ayinger Privatbrauerei,7,26,35,9,43,23,0,51,7,22,48
Bocks,Weizenbock,Bavarian-Styled Doppel Weizen,Lagunitas Brewing Company,United States,8.7,3.82,351,389,Active,Bavarian-Styled Doppel Weizen Lagunitas Brewing Company,24,64,38,9,49,52,0,86,18,50,102
Bocks,Weizenbock,Thumbprint Imperial Weizen,New Glarus Brewing Company,United States,9.6,4.05,351,337,Active,Thumbprint Imperial Weizen New Glarus Brewing Company,4,38,26,29,46,45,0,53,41,11,62
Bocks,Weizenbock,Erdinger Weissbier Pikantus,Erdinger Weissbräu,Germany,7.3,3.87,296,267,Active,Erdinger Weissbier Pikantus Erdinger Weissbräu,27,56,53,47,47,87,3,122,62,67,75
Bocks,Weizenbock,Ramstein Winter Wheat,High Point Brewing Company,United States,9.5,4.17,248,64,Active,Ramstein Winter Wheat High Point Brewing Company,6,49,25,13,60,21,0,38,9,16,68
Bocks,Weizenbock,Primus Weizenbock,Live Oak Brewing Company,United States,8,4.24,72,234,Active,Primus Weizenbock Live Oak Brewing Company,11,71,43,33,75,23,1,62,23,39,100
Bocks,Weizenbock,Dunkler Weizenbock,Brauerei Michael Plank,Germany,7.9,3.9,123,76,Active,Dunkler Weizenbock Brauerei Michael Plank,11,71,26,26,55,26,0,60,21,36,95
Bocks,Weizenbock,Heller Weizenbock,Brauerei Michael Plank,Germany,7.5,3.94,115,54,Active,Heller Weizenbock Brauerei Michael Plank,14,45,27,18,39,20,0,46,17,36,88
Bocks,Weizenbock,Der Weisse Bock,Mahr's Bräu,Germany,8.5,3.92,116,52,Active,Der Weisse Bock Mahr's Bräu,9,34,18,7,43,29,0,70,8,26,50
Bocks,Weizenbock,Weizenbock Grande Cuvée,Les Trois Mousquetaires,Canada,11,3.86,62,64,Active,Weizenbock Grande Cuvée Les Trois Mousquetaires,16,52,18,15,57,19,0,50,23,29,82
Bocks,Weizenbock,Alpenglow,Fat Head's Brewery & Saloon,United States,8.5,4.09,30,94,Active,Alpenglow Fat Head's Brewery & Saloon,5,58,44,14,121,41,1,88,12,29,86
Bocks,Weizenbock,Neshaminator,Neshaminy Creek Brewing Company,United States,8.5,3.79,29,68,Active,Neshaminator Neshaminy Creek Brewing Company,10,45,26,9,38,11,0,40,5,14,49
Bocks,Weizenbock,Ladenburger Weizenbock Hell,Brauerei Ladenburger,Germany,7.4,4.04,44,49,Active,Ladenburger Weizenbock Hell Brauerei Ladenburger,11,70,31,20,108,43,0,80,27,29,96
Bocks,Weizenbock,Riegele Augustus Weizendoppelbock,Brauhaus Riegele,Germany,8,4.09,28,59,Active,Riegele Augustus Weizendoppelbock Brauhaus Riegele,10,20,35,10,39,25,3,65,15,22,56
Bocks,Weizenbock,Face Plant,"Bayern Brewing, Inc. / Edelweiss Bistro",United States,7.5,3.86,34,40,Active,"Face Plant Bayern Brewing, Inc. / Edelweiss Bistro",14,52,30,17,68,22,1,61,17,38,75
Bocks,Weizenbock,Hopf Weisser Bock,Weissbierbrauerei Hopf,Germany,7,3.97,52,19,Active,Hopf Weisser Bock Weissbierbrauerei Hopf,10,55,41,29,56,25,0,38,29,14,99
Bocks,Weizenbock,Volks Weizenbock,Appalachian Brewing Company,United States,7.2,3.79,37,22,Active,Volks Weizenbock Appalachian Brewing Company,14,45,24,12,45,24,0,59,8,34,60
Bocks,Weizenbock,Jeff's Bavarian Ale,Maisel & Friends,Germany,7.1,3.99,21,32,Active,Jeff's Bavarian Ale Maisel & Friends,13,41,20,24,45,25,0,43,21,33,38
Brown Ales,Altbier,Amber,Alaskan Brewing Co.,United States,5.3,3.65,718,"1,540",Active,Amber Alaskan Brewing Co.,10,42,41,29,73,63,0,103,53,46,83
Brown Ales,Altbier,Double Bag,Long Trail Brewing Co.,United States,7.2,3.87,602,"1,179",Active,Double Bag Long Trail Brewing Co.,10,25,14,23,31,11,1,9,25,8,61
Brown Ales,Altbier,Long Trail Ale,Long Trail Brewing Co.,United States,5,3.57,446,983,Active,Long Trail Ale Long Trail Brewing Co.,16,40,20,43,58,16,0,33,48,16,82
Brown Ales,Altbier,Doppelsticke,Uerige Obergärige Hausbrauerei,Germany,8.5,4.1,456,266,Active,Doppelsticke Uerige Obergärige Hausbrauerei,7,38,8,31,31,16,0,19,45,5,55
Brown Ales,Altbier,Sleigh'r Dark Doüble Alt Ale,Ninkasi Brewing Company,United States,7.2,3.76,182,443,Active,Sleigh'r Dark Doüble Alt Ale Ninkasi Brewing Company,16,48,18,33,81,21,1,46,44,25,87
Brown Ales,Altbier,Sticke,Uerige Obergärige Hausbrauerei,Germany,6,4.07,354,177,Active,Sticke Uerige Obergärige Hausbrauerei,13,41,23,37,28,4,0,7,46,17,62
Brown Ales,Altbier,Okto Festival Ale,Widmer Brothers Brewing Company,United States,5.3,3.44,191,318,Active,Okto Festival Ale Widmer Brothers Brewing Company,27,38,13,58,64,42,1,52,74,8,108
Brown Ales,Altbier,Copper,The Olde Mecklenburg Brewery,United States,4.8,4.08,108,356,Active,Copper The Olde Mecklenburg Brewery,13,37,9,23,38,27,0,25,25,3,78
Brown Ales,Altbier,Original,Brauerei Pinkus Mueller,Germany,5.1,3.64,296,161,Active,Original Brauerei Pinkus Mueller,17,20,4,27,38,16,0,22,37,10,73
Brown Ales,Altbier,Altbier,Uerige Obergärige Hausbrauerei,Germany,4.7,3.97,229,139,Active,Altbier Uerige Obergärige Hausbrauerei,19,21,13,20,42,69,1,51,31,4,37
Brown Ales,Altbier,Gerst Amber,Yazoo Brewing Company,United States,5.1,3.52,54,266,Active,Gerst Amber Yazoo Brewing Company,21,22,6,47,41,11,1,19,63,7,76
Brown Ales,Altbier,Ad Astra Ale,Free State Brewing Co.,United States,5.6,3.69,76,228,Active,Ad Astra Ale Free State Brewing Co.,7,17,1,16,30,9,0,11,20,1,41
Brown Ales,Altbier,Doppel Sticky,Lagunitas Brewing Company,United States,7.7,4.06,93,192,Retired,Doppel Sticky Lagunitas Brewing Company,3,20,3,21,24,6,1,9,25,3,56
Brown Ales,Altbier,Ten Years Alt,Victory Brewing Company - Downingtown,United States,8.5,3.93,242,25,Active,Ten Years Alt Victory Brewing Company - Downingtown,18,40,7,65,69,62,0,94,85,7,43
Brown Ales,Altbier,Three Blind Mice,Mother's Brewing Company,United States,5.5,3.56,49,206,Active,Three Blind Mice Mother's Brewing Company,14,50,33,41,82,27,0,39,49,15,99
Brown Ales,Altbier,Ishmael,Rising Tide Brewing Company,United States,4.9,3.71,68,172,Active,Ishmael Rising Tide Brewing Company,3,30,2,18,29,7,1,5,19,2,51
Brown Ales,Altbier,Headwall Alt,Tuckerman Brewing Co.,United States,4.5,3.68,91,132,Active,Headwall Alt Tuckerman Brewing Co.,14,38,4,41,33,14,1,23,60,6,67
Brown Ales,Altbier,Balt Altbier,Union Craft Brewing Company,United States,5.5,3.78,43,160,Active,Balt Altbier Union Craft Brewing Company,11,38,8,33,33,15,0,17,44,6,74
Brown Ales,Altbier,Alt-eration Ale,Hops & Grain Brewing,United States,5,3.8,26,175,Active,Alt-eration Ale Hops & Grain Brewing,6,33,9,19,34,18,1,28,24,6,62
Brown Ales,Altbier,Schell's Schmaltz's Alt,August Schell Brewing Company,United States,5.1,3.74,117,80,Active,Schell's Schmaltz's Alt August Schell Brewing Company,19,47,6,49,45,9,0,13,46,9,90
Brown Ales,Altbier,Frankenheim Alt,Privatbrauerei Frankenheim,Germany,4.8,3.74,130,52,Active,Frankenheim Alt Privatbrauerei Frankenheim,12,51,8,43,75,16,0,44,36,12,121
Brown Ales,Altbier,Iron Works Alt,Metropolitan Brewing,United States,5.5,3.82,59,111,Active,Iron Works Alt Metropolitan Brewing,17,37,5,28,29,13,1,7,30,9,77
Brown Ales,Altbier,Diebels Premium Altbier,Brauerei Diebels GmbH & Co KG,Germany,4.9,3.7,79,74,Active,Diebels Premium Altbier Brauerei Diebels GmbH & Co KG,24,54,19,47,65,26,0,42,64,16,111
Brown Ales,Altbier,Hövels Original,Hövels Hausbrauerei,Germany,5.5,3.73,49,88,Active,Hövels Original Hövels Hausbrauerei,15,19,7,31,22,4,0,8,37,9,53
Brown Ales,Altbier,Secret Spot Alt Ale,Evolution Craft Brewing Company,United States,6.3,3.54,29,103,Active,Secret Spot Alt Ale Evolution Craft Brewing Company,15,33,9,35,45,14,1,23,56,2,91
Brown Ales,Altbier,Copper ALT.,Zipline Brewing Co,United States,5.2,3.72,29,102,Active,Copper ALT. Zipline Brewing Co,10,37,15,41,50,26,0,28,56,15,74
Brown Ales,Altbier,Lighthouse Amber,Cheboygan Brewing Company,United States,5.25,3.64,22,98,Active,Lighthouse Amber Cheboygan Brewing Company,20,47,7,42,68,19,2,35,67,12,134
Brown Ales,Altbier,Série Signature Sticke Alt,Les Trois Mousquetaires,Canada,6,3.84,52,63,Active,Série Signature Sticke Alt Les Trois Mousquetaires,9,39,6,18,49,19,0,28,33,2,89
Brown Ales,Altbier,Crooked Coast Altbier,Driftwood Brewery,Canada,5.1,3.88,42,71,Active,Crooked Coast Altbier Driftwood Brewery,16,57,11,81,85,15,0,32,98,8,122
Brown Ales,Altbier,Simple Means,Jester King Brewery,United States,5.6,3.77,29,83,Active,Simple Means Jester King Brewery,18,29,10,61,58,37,2,47,72,6,68
Brown Ales,Altbier,Gravel Road,Rahr & Sons Brewing Company,United States,7.25,3.46,34,74,Active,Gravel Road Rahr & Sons Brewing Company,32,41,17,15,57,69,2,54,26,68,75
Brown Ales,Altbier,Little Red Cap,Grimm Brothers Brewhouse,United States,5.2,3.57,25,76,Active,Little Red Cap Grimm Brothers Brewhouse,5,39,8,44,55,10,0,17,38,7,97
Brown Ales,Altbier,Duckstein Rotblondes Original,Duckstein GmbH,Germany,4.9,3.51,34,63,Active,Duckstein Rotblondes Original Duckstein GmbH,17,35,8,45,40,15,4,16,48,3,83
Brown Ales,Altbier,Moby D,Buzzards Bay Brewing,United States,5,3.6,30,64,Active,Moby D Buzzards Bay Brewing,15,25,5,41,32,6,0,18,50,12,84
Brown Ales,Altbier,Füchschen Alt,Brauerei Im Füchschen,Germany,4.8,4.1,37,54,Active,Füchschen Alt Brauerei Im Füchschen,18,39,13,50,40,22,0,32,87,2,81
Brown Ales,Altbier,Über Alt,Rush River Brewing Company,United States,8.5,3.91,27,63,Active,Über Alt Rush River Brewing Company,30,51,13,51,54,18,0,28,66,13,98
Brown Ales,Altbier,Valkyrie,Enegren Brewing Company,United States,6.2,3.85,24,54,Active,Valkyrie Enegren Brewing Company,24,51,24,33,107,40,1,54,40,15,142
Brown Ales,Altbier,The Detroit Dwarf,Detroit Beer Co.,United States,6.8,3.61,32,44,Active,The Detroit Dwarf Detroit Beer Co.,20,39,8,36,60,19,0,30,48,12,88
Brown Ales,Altbier,Alternate Dimension,Trader Joe's Brewing Company,United States,5.6,3.65,27,46,Active,Alternate Dimension Trader Joe's Brewing Company,17,60,14,37,50,23,0,36,50,10,61
Brown Ales,Altbier,Original Schlüssel,Hausbrauerei Zum Schlüssel,Germany,5,4.05,33,39,Active,Original Schlüssel Hausbrauerei Zum Schlüssel,14,36,11,52,44,14,0,22,43,22,93
Brown Ales,Altbier,Schlösser Alt,Brauerei Schlösser GmbH,Germany,4.8,3.48,35,37,Active,Schlösser Alt Brauerei Schlösser GmbH,30,49,9,59,51,22,0,30,76,14,108
Brown Ales,Altbier,Alt Nouveau,North Coast Brewing Co.,United States,5.4,3.69,32,37,Active,Alt Nouveau North Coast Brewing Co.,8,32,6,28,23,8,0,7,34,2,48
Brown Ales,Altbier,Altbier,Occidental Brewing Co.,United States,5.3,3.83,23,35,Active,Altbier Occidental Brewing Co.,7,34,5,55,50,19,0,19,79,15,71
Brown Ales,Altbier,Leavenworth Eightmile Alt,Fish Brewing Company / Fishbowl Brewpub,United States,4.6,3.55,23,11,Active,Leavenworth Eightmile Alt Fish Brewing Company / Fishbowl Brewpub,18,42,6,31,35,20,3,25,44,8,100
Brown Ales,American Brown Ale,Indian Brown Ale,Dogfish Head Craft Brewery,United States,7.2,4.09,"2,104","4,171",Active,Indian Brown Ale Dogfish Head Craft Brewery,13,49,12,38,40,20,2,26,51,6,93
Brown Ales,American Brown Ale,Palo Santo Marron,Dogfish Head Craft Brewery,United States,12,4.18,"2,177","3,897",Retired,Palo Santo Marron Dogfish Head Craft Brewery,5,32,6,44,26,8,0,9,35,5,57
Brown Ales,American Brown Ale,Tumbler Autumn Brown Ale,Sierra Nevada Brewing Co.,United States,5.5,3.84,"1,144","2,315",Active,Tumbler Autumn Brown Ale Sierra Nevada Brewing Co.,10,45,19,22,33,7,0,10,13,26,50
Brown Ales,American Brown Ale,Best Brown Ale,Bell's Brewery - Eccentric Café & General Store,United States,5.8,3.84,991,"2,324",Active,Best Brown Ale Bell's Brewery - Eccentric Café & General Store,6,57,2,46,53,6,0,11,30,21,102
Brown Ales,American Brown Ale,Moose Drool Brown Ale,Big Sky Brewing Company,United States,5.1,3.7,964,"1,939",Active,Moose Drool Brown Ale Big Sky Brewing Company,1,41,8,20,48,8,0,13,18,7,77
Brown Ales,American Brown Ale,Coffee Bender,Surly Brewing Company,United States,5.5,4.15,901,"1,913",Active,Coffee Bender Surly Brewing Company,11,36,6,21,36,9,0,8,22,3,54
Brown Ales,American Brown Ale,Old Brown Dog,Smuttynose Brewing Company,United States,6.5,3.93,"1,008","1,790",Active,Old Brown Dog Smuttynose Brewing Company,15,74,5,107,51,6,0,10,33,10,152
Brown Ales,American Brown Ale,Wilco Tango Foxtrot,Lagunitas Brewing Company,United States,7.85,3.92,875,"1,821",Active,Wilco Tango Foxtrot Lagunitas Brewing Company,2,38,6,28,38,3,1,6,25,1,66
Brown Ales,American Brown Ale,Brown Ale,Brooklyn Brewery,United States,5.6,3.63,979,"1,462",Active,Brown Ale Brooklyn Brewery,6,49,8,57,43,22,0,18,61,4,85
Brown Ales,American Brown Ale,Ellie's Brown Ale,Avery Brewing Company,United States,5.5,3.89,753,"1,502",Active,Ellie's Brown Ale Avery Brewing Company,9,59,6,34,36,5,0,6,34,2,75
Brown Ales,American Brown Ale,Bender,Surly Brewing Company,United States,5.5,4.07,766,"1,233",Active,Bender Surly Brewing Company,6,45,6,24,35,9,0,5,20,3,73
Brown Ales,American Brown Ale,Sumatra Mountain Brown,Founders Brewing Company,United States,9,4.28,440,"1,336",Active,Sumatra Mountain Brown Founders Brewing Company,7,41,5,42,39,6,0,8,24,5,86
Brown Ales,American Brown Ale,Koko Brown,Kona Brewing Co.,United States,5.5,3.62,350,"1,167",Active,Koko Brown Kona Brewing Co.,7,75,23,71,71,7,2,15,21,6,156
Brown Ales,American Brown Ale,Frangelic Mountain Brown,Founders Brewing Company,United States,9,4.03,399,"1,072",Active,Frangelic Mountain Brown Founders Brewing Company,7,22,4,19,21,4,0,38,20,3,121
Brown Ales,American Brown Ale,Pecan Ale,Abita Brewing Co.,United States,5.2,3.36,428,720,Active,Pecan Ale Abita Brewing Co.,9,74,11,80,57,7,0,9,15,7,184
Brown Ales,American Brown Ale,Cabin Fever,New Holland Brewing Company,United States,6.5,3.68,319,714,Active,Cabin Fever New Holland Brewing Company,13,35,6,20,41,2,0,2,27,6,114
Brown Ales,American Brown Ale,Maple Nut Brown Ale,Tommyknocker Brewery,United States,4.5,3.42,442,512,Active,Maple Nut Brown Ale Tommyknocker Brewery,1,43,8,35,33,2,0,8,34,3,82
Brown Ales,American Brown Ale,Durty Mud Season,Smuttynose Brewing Company,United States,8.4,3.94,159,766,Retired,Durty Mud Season Smuttynose Brewing Company,3,27,0,8,49,1,0,4,7,2,53
Brown Ales,American Brown Ale,Rocky's Revenge Bourbon Brown,Tyranena Brewing Company,United States,6,3.73,386,533,Active,Rocky's Revenge Bourbon Brown Tyranena Brewing Company,8,52,16,82,48,19,1,28,88,6,71
Brown Ales,American Brown Ale,Bitch Creek American Brown Ale,Grand Teton Brewing Co.,United States,6,3.73,353,478,Active,Bitch Creek American Brown Ale Grand Teton Brewing Co.,5,41,35,15,41,8,0,7,11,13,80
Brown Ales,American Brown Ale,Bellaire Brown Ale,Short's Brewing Company,United States,7,3.79,294,531,Active,Bellaire Brown Ale Short's Brewing Company,6,25,8,53,22,17,0,17,54,1,61
Brown Ales,American Brown Ale,George,Hill Farmstead Brewery,United States,6,4.12,123,657,Active,George Hill Farmstead Brewery,4,33,2,12,48,5,0,10,13,1,62
Brown Ales,American Brown Ale,Dirty Little Freak,DuClaw Brewing Company,United States,5.8,3.72,148,625,Active,Dirty Little Freak DuClaw Brewing Company,13,57,12,61,49,12,0,20,57,4,105
Brown Ales,American Brown Ale,Underground Mountain Brown,Founders Brewing Company,United States,11.9,4.35,237,495,Active,Underground Mountain Brown Founders Brewing Company,4,56,4,12,58,2,0,49,9,22,157
Brown Ales,American Brown Ale,Brown Ale,The Duck-Rabbit Craft Brewery,United States,5.6,3.7,337,371,Active,Brown Ale The Duck-Rabbit Craft Brewery,4,50,43,51,28,1,0,2,12,16,115
Brown Ales,American Brown Ale,Dos Perros,Yazoo Brewing Company,United States,4.9,3.63,178,499,Active,Dos Perros Yazoo Brewing Company,9,39,5,54,23,11,2,14,51,5,54
Brown Ales,American Brown Ale,Board Meeting,Port Brewing,United States,8,4.16,124,549,Active,Board Meeting Port Brewing,7,35,1,15,31,3,0,9,16,3,63
Brown Ales,American Brown Ale,Imperial Nut Brown Ale,Tommyknocker Brewery,United States,9,3.72,356,296,Active,Imperial Nut Brown Ale Tommyknocker Brewery,7,83,17,66,67,11,0,19,32,9,118
Brown Ales,American Brown Ale,Autumn Ale,Breckenridge Brewery,United States,7,3.59,242,400,Active,Autumn Ale Breckenridge Brewery,9,34,22,30,75,12,0,21,22,4,97
Brown Ales,American Brown Ale,Okie,Prairie Artisan Ales,United States,12,4.12,124,506,Active,Okie Prairie Artisan Ales,7,39,19,29,45,8,0,19,30,7,71
Brown Ales,American Brown Ale,Good Humans Ale,Short's Brewing Company,United States,9.15,3.8,199,387,Active,Good Humans Ale Short's Brewing Company,4,67,68,12,74,9,0,12,8,17,88
Brown Ales,American Brown Ale,Decadent Dark Chocolate Ale,Atwater Brewery,United States,4.5,3.72,137,444,Active,Decadent Dark Chocolate Ale Atwater Brewery,12,56,19,41,44,19,0,21,56,9,92
Brown Ales,American Brown Ale,Sweet Josie Brown Ale,Lonerider Brewing Company,United States,6.1,3.8,122,458,Active,Sweet Josie Brown Ale Lonerider Brewing Company,5,110,8,14,72,2,0,4,6,16,90
Brown Ales,American Brown Ale,Bravo 2017,Firestone Walker Brewing Co.,United States,13.2,4.28,174,386,Active,Bravo 2017 Firestone Walker Brewing Co.,9,37,6,19,33,4,0,8,15,4,74
Brown Ales,American Brown Ale,No Crusts,Funky Buddha Brewery,United States,6,4.15,111,435,Active,No Crusts Funky Buddha Brewery,1,31,40,15,53,11,0,24,9,19,85
Brown Ales,American Brown Ale,Flashback Ale,Boulder Beer / Wilderness Pub,United States,6.8,3.74,285,241,Active,Flashback Ale Boulder Beer / Wilderness Pub,18,82,7,19,98,26,2,66,38,1,113
Brown Ales,American Brown Ale,French Toast,Funky Buddha Brewery,United States,8.8,4.32,74,449,Active,French Toast Funky Buddha Brewery,17,69,15,91,45,24,2,29,110,14,103
Brown Ales,American Brown Ale,Cacao Bender,Surly Brewing Company,United States,5.1,4.29,44,456,Active,Cacao Bender Surly Brewing Company,0,43,9,9,84,6,0,3,7,42,66
Brown Ales,American Brown Ale,Coffee Okie,Prairie Artisan Ales,United States,13,4.27,96,353,Active,Coffee Okie Prairie Artisan Ales,5,40,3,50,17,2,0,0,5,16,67
Brown Ales,American Brown Ale,Sick Day,Long Trail Brewing Co.,United States,6.8,3.58,68,376,Active,Sick Day Long Trail Brewing Co.,6,56,69,56,54,3,0,16,8,18,123
Brown Ales,American Brown Ale,Bear,Tree House Brewing Company,United States,6.4,4.07,66,339,Active,Bear Tree House Brewing Company,15,40,17,66,40,21,2,28,85,8,72
Brown Ales,American Brown Ale,Woodmaster,Short's Brewing Company,United States,9.9,3.87,138,234,Active,Woodmaster Short's Brewing Company,8,49,0,50,46,5,0,13,50,7,105
Brown Ales,American Brown Ale,The Barista,Clown Shoes,United States,8.5,3.97,102,268,Active,The Barista Clown Shoes,8,28,43,12,101,17,0,30,14,13,101
Brown Ales,American Brown Ale,Improv (Improvisación) Oatmeal Rye India-Style Brown Ale,Cigar City Brewing,United States,9,3.77,179,188,Active,Improv (Improvisación) Oatmeal Rye India-Style Brown Ale Cigar City Brewing,11,67,11,62,48,12,1,3,14,9,142
